id,name,source_family,has_seats,has_cutoffs,has_fees,has_placements,has_provenance,truth_density_score,recommendation,reason,blocker_or_review_flag
"CORE-IIIT-NAGPUR","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, NAGPUR","IIIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIIT-PUNE","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, PUNE","IIIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIIT-RANCHI","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, RANCHI","IIIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-VARANASI","Indian Institute of Technology (Banaras Hindu University), Varanasi","IIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-DHANBAD","Indian Institute of Technology (Indian School of Mines), Dhanbad","IIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-BHILAI","Indian Institute of Technology Bhilai","IIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-BOMBAY","Indian Institute of Technology Bombay","IIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-DELHI","Indian Institute of Technology Delhi","IIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-GUWAHATI","Indian Institute of Technology Guwahati","IIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-HYDERABAD","Indian Institute of Technology Hyderabad","IIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-JAMMU","Indian Institute of Technology Jammu","IIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-KANPUR","Indian Institute of Technology Kanpur","IIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-KHARAGPUR","Indian Institute of Technology Kharagpur","IIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-MADRAS","Indian Institute of Technology Madras","IIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-ROORKEE","Indian Institute of Technology Roorkee","IIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-DHARWAD","Indian Institute of Technology, Dharwad","IIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-GANDHINAGAR","Indian Institute of Technology, Gandhinagar","IIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-GOA","Indian Institute of Technology, Goa","IIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-INDORE","Indian Institute of Technology, Indore","IIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-JODHPUR","Indian Institute of Technology, Jodhpur","IIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-MANDI","Indian Institute of Technology, Mandi","IIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-PALAKKAD","Indian Institute of Technology, Palakkad","IIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-PATNA","Indian Institute of Technology, Patna","IIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-ROPAR","Indian Institute of Technology, Ropar","IIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIT-TIRUPATI","Indian Institute of Technology, Tirupati","IIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-JAIPUR","Malviya National Institute of Technology, Jaipur","NIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-MIZORAM-UNIVERSITY-AIZAWL","Mizoram University, Aizawl","GFTI","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-ARUNACHAL-PRADESH","National Institute of Technology Arunachal Pradesh","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-DELHI","National Institute of Technology Delhi","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-GOA","National Institute of Technology Goa","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-MANIPUR","National Institute of Technology Manipur","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-MEGHALAYA","National Institute of Technology Meghalaya","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-MIZORAM","National Institute of Technology Mizoram","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-NAGALAND","National Institute of Technology Nagaland","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-PUDUCHERRY","National Institute of Technology Puducherry","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-SIKKIM","National Institute of Technology Sikkim","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-UTTARAKHAND","National Institute of Technology Uttarakhand","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-AGARTALA","National Institute of Technology, Agartala","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-ANDHRA-PRADESH","NATIONAL INSTITUTE OF TECHNOLOGY, ANDHRA PRADESH","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-CALICUT","National Institute of Technology, Calicut","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-DURGAPUR","National Institute of Technology, Durgapur","NIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-HAMIRPUR","National Institute of Technology, Hamirpur","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-JAMSHEDPUR","National Institute of Technology, Jamshedpur","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-SURATHKAL","National Institute of Technology, Karnataka","NIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-KURUKSHETRA","National Institute of Technology, Kurukshetra","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-PATNA","National Institute of Technology, Patna","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-RAIPUR","National Institute of Technology, Raipur","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-ROURKELA","National Institute of Technology, Rourkela","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-SILCHAR","National Institute of Technology, Silchar","NIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-SRINAGAR","National Institute of Technology, Srinagar","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-TRICHY","National Institute of Technology, Tiruchirapalli","NIT","true","true","true","true","","100","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-NIT-WARANGAL","National Institute of Technology, Warangal","NIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-IIIT-JABALPUR","Pandhi Dwarka Prasad Mishra Indian Institute of Information Technology & Manufacturing , Jabalpur","IIIT","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-SANT-LONGOWAL-INSTITUTE-OF-ENGINEERING-AND-TECHNOLOGY","Sant Longowal Institute of Engineering and Technology","GFTI","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-SCHOOL-OF-ENGINEERING-TEZPUR-UNIVERSITY-NAPAAM-TEZPUR","School of Engineering, Tezpur University, Napaam, Tezpur","GFTI","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"CORE-SHRI-MATA-VAISHNO-DEVI-UNIVERSITY-KATRA-JAMMU-KASHMIR","Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","GFTI","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
"Indian Institute of Engineering Science and Technology, Shibpur","Indian Institute of Engineering Science and Technology, Shibpur","GFTI","true","true","true","","","75","KEEP_PUBLIC_CERTIFIED","Elite/GFTI with full admission truth","SAFE"
