id,name,source_family,has_seats,has_cutoffs,has_fees,has_placements,truth_density_score,surface_tier,public_listing_visible,search_visible,detail_accessible,certified_badge_allowed,release_metrics_included,reason
"CORE-IIT-DHARWAD","Indian Institute of Technology, Dharwad","IIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-IIT-GANDHINAGAR","Indian Institute of Technology, Gandhinagar","IIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-IIT-GOA","Indian Institute of Technology, Goa","IIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-IIT-INDORE","Indian Institute of Technology, Indore","IIT","true","true","true","true","100","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-IIT-JODHPUR","Indian Institute of Technology, Jodhpur","IIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-IIT-MANDI","Indian Institute of Technology, Mandi","IIT","true","true","true","true","100","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-IIT-PALAKKAD","Indian Institute of Technology, Palakkad","IIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-IIT-PATNA","Indian Institute of Technology, Patna","IIT","true","true","true","true","100","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-IIT-ROPAR","Indian Institute of Technology, Ropar","IIT","true","true","true","true","100","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-IIT-TIRUPATI","Indian Institute of Technology, Tirupati","IIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-JAIPUR","Malviya National Institute of Technology, Jaipur","NIT","true","true","true","true","100","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-MIZORAM-UNIVERSITY-AIZAWL","Mizoram University, Aizawl","GFTI","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-ARUNACHAL-PRADESH","National Institute of Technology Arunachal Pradesh","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-DELHI","National Institute of Technology Delhi","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-GOA","National Institute of Technology Goa","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-MANIPUR","National Institute of Technology Manipur","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-MEGHALAYA","National Institute of Technology Meghalaya","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-MIZORAM","National Institute of Technology Mizoram","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-NAGALAND","National Institute of Technology Nagaland","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-PUDUCHERRY","National Institute of Technology Puducherry","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-SIKKIM","National Institute of Technology Sikkim","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-UTTARAKHAND","National Institute of Technology Uttarakhand","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-AGARTALA","National Institute of Technology, Agartala","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-ANDHRA-PRADESH","NATIONAL INSTITUTE OF TECHNOLOGY, ANDHRA PRADESH","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-CALICUT","National Institute of Technology, Calicut","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-DURGAPUR","National Institute of Technology, Durgapur","NIT","true","true","true","true","100","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-HAMIRPUR","National Institute of Technology, Hamirpur","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-JAMSHEDPUR","National Institute of Technology, Jamshedpur","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-SURATHKAL","National Institute of Technology, Karnataka","NIT","true","true","true","true","100","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-KURUKSHETRA","National Institute of Technology, Kurukshetra","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-PATNA","National Institute of Technology, Patna","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-RAIPUR","National Institute of Technology, Raipur","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-ROURKELA","National Institute of Technology, Rourkela","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-SILCHAR","National Institute of Technology, Silchar","NIT","true","true","true","true","100","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-SRINAGAR","National Institute of Technology, Srinagar","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-TRICHY","National Institute of Technology, Tiruchirapalli","NIT","true","true","true","true","100","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-NIT-WARANGAL","National Institute of Technology, Warangal","NIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-IIIT-JABALPUR","Pandhi Dwarka Prasad Mishra Indian Institute of Information Technology & Manufacturing , Jabalpur","IIIT","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-SANT-LONGOWAL-INSTITUTE-OF-ENGINEERING-AND-TECHNOLOGY","Sant Longowal Institute of Engineering and Technology","GFTI","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-SCHOOL-OF-ENGINEERING-TEZPUR-UNIVERSITY-NAPAAM-TEZPUR","School of Engineering, Tezpur University, Napaam, Tezpur","GFTI","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"CORE-SHRI-MATA-VAISHNO-DEVI-UNIVERSITY-KATRA-JAMMU-KASHMIR","Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","GFTI","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
"Indian Institute of Engineering Science and Technology, Shibpur","Indian Institute of Engineering Science and Technology, Shibpur","GFTI","true","true","true","","75","CERTIFIED_PUBLIC","TRUE","TRUE","TRUE","TRUE","TRUE","Elite/GFTI flagship with full admission truth (Seats + Cutoffs)"
